# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 29K of event 'cycles:ppp'
# Event count (approx.): 21822785868
#
# Overhead  Command          Shared Object                            Symbol                                                                                                                                                                                                                                        
# ........  ...............  .......................................  ..............................................................................................................................................................................................................................................
#
     0.00%  rtkit-daemon     libc-2.27.so                             [.] __clock_gettime
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000002995c50
     0.00%  chrome           chrome                                   [.] 0x000000000341de91
     0.00%  nautilus-deskto  [kernel.kallsyms]                        [k] __fget_light
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010be0bb
     0.00%  chrome           [kernel.kallsyms]                        [k] pipe_read
     0.00%  swapper          [kernel.kallsyms]                        [k] arch_cpu_idle_exit
     0.00%  Compositor       [kernel.kallsyms]                        [k] _raw_spin_lock
     0.00%  dockerd          dockerd-ce                               [.] runtime.(*gcControllerState).revise
     0.00%  Chrome_ChildIOT  libevent-2.1.so.6.0.2                    [.] 0x0000000000029410
     0.00%  chrome           chrome                                   [.] 0x00000000067c0b8c
     0.00%  Timer            libxul.so                                [.] __tls_get_addr@plt
     0.00%  chrome           chrome                                   [.] 0x00000000033b8a96
     0.00%  chrome           chrome                                   [.] 0x0000000003efba2d
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010db0da
     0.00%  chrome           chrome                                   [.] 0x00000000033f261b
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] schedule_hrtimeout_range_clock
     0.00%  chrome           chrome                                   [.] 0x0000000001b57b10
     0.00%  node             libc-2.27.so                             [.] realloc
     0.00%  stremio          [kernel.kallsyms]                        [k] unix_stream_recvmsg
     0.00%  sleep            [kernel.kallsyms]                        [k] task_change_group_fair
     0.00%  Web Content      libxul.so                                [.] 0x00000000008f0c50
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] g_main_context_acquire
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010db2a3
     0.00%  swapper          [kernel.kallsyms]                        [k] need_update
     0.00%  TeamViewer       libdbus-1.so.3.19.4                      [.] dbus_connection_get_dispatch_status
     0.00%  ActorThread #5   dropbox                                  [.] PyObject_RichCompare
     0.00%  stremio          libxcb.so.1.1.0                          [.] 0x000000000000e326
     0.00%  WebExtensions    [kernel.kallsyms]                        [k] select_task_rq_fair
     0.00%  chrome           [vdso]                                   [.] 0x0000000000000970
     0.00%  Chrome_ChildIOT  [unknown]                                [k] 0xfffffe00000e201e
     0.00%  sublime_text     [kernel.kallsyms]                        [k] vfs_write
     0.00%  swapper          [kernel.kallsyms]                        [k] ata_scsi_find_dev
     0.00%  chrome           chrome                                   [.] 0x0000000001a54958
     0.00%  chrome           [kernel.kallsyms]                        [k] import_iovec
     0.00%  chrome           chrome                                   [.] 0x0000000003f218ba
     0.00%  QtWebEngineProc  libc-2.27.so                             [.] malloc
     0.00%  Xorg             libc-2.27.so                             [.] vfprintf
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bcfc36
     0.00%  swapper          [kernel.kallsyms]                        [k] calc_load_nohz_start
     0.00%  Compositor       libstdc++.so.6.0.25                      [.] 0x00000000000a9e1e
     0.00%  Chrome_IOThread  chrome                                   [.] 0x0000000003f684d3
     0.00%  kworker/2:0      [kernel.kallsyms]                        [k] add_hole
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] deactivate_task
     0.00%  Chrome_IOThread  libstdc++.so.6.0.25                      [.] _Znwm
     0.00%  stremio          [kernel.kallsyms]                        [k] free_unref_page_prepare.part.64
     0.00%  dockerd          [kernel.kallsyms]                        [k] __switch_to_asm
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001859d32
     0.00%  chrome           chrome                                   [.] 0x0000000003eff930
     0.00%  Web Content      [unknown]                                [k] 0xfffffe000008a01e
     0.00%  Timer            [kernel.kallsyms]                        [k] __cgroup_account_cputime
     0.00%  stremio          [kernel.kallsyms]                        [k] __mnt_want_write_file
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000000dfb6fe
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000189a40b
     0.00%  node             [kernel.kallsyms]                        [k] native_queued_spin_lock_slowpath
     0.00%  chrome           chrome                                   [.] 0x00000000033fb720
     0.00%  chrome           chrome                                   [.] 0x0000000001d240e0
     0.00%  kworker/u16:2    [kernel.kallsyms]                        [k] intel_ring_context_unpin
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] check_preempt_curr
     0.00%  chrome           chrome                                   [.] 0x00000000025424fa
     0.00%  teamviewerd      [kernel.kallsyms]                        [k] sysfs_kf_seq_show
     0.00%  kworker/7:2      [kernel.kallsyms]                        [k] __fput
     0.00%  Chrome_IOThread  libc-2.27.so                             [.] __libc_disable_asynccancel
     0.00%  chrome           chrome                                   [.] 0x0000000001c70854
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001bdb5d2
     0.00%  Chrome_ChildIOT  chrome                                   [.] 0x00000000025588a1
     0.00%  stremio          [unknown]                                [k] 0xfffffe00000b604a
     0.00%  stremio          [kernel.kallsyms]                        [k] schedule
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010bdc4b
     0.00%  swapper          [kernel.kallsyms]                        [k] put_cpu_partial
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5             [.] 0x00000000010ad606
     0.00%  Timer            [kernel.kallsyms]                        [k] new_sync_write
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x000000000189a48e
     0.00%  Timer            libxul.so                                [.] 0x00000000008ec000
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] pthread_mutex_lock@plt
     0.00%  Compositor       libpthread-2.27.so                       [.] __pthread_getspecific
     0.00%  Timer            [kernel.kallsyms]                        [k] __switch_to_xtra
     0.00%  chrome           chrome                                   [.] 0x0000000003f0352c
     0.00%  Timer            [kernel.kallsyms]                        [k] __switch_to
     0.00%  stremio          libglib-2.0.so.0.5600.3                  [.] 0x00000000000494c7
     0.00%  swapper          [kernel.kallsyms]                        [k] nohz_balance_enter_idle
     0.00%  chrome           [kernel.kallsyms]                        [k] __calc_delta
     0.00%  Xorg             Xorg                                     [.] 0x000000000018a7d9
     0.00%  kworker/2:0      [kernel.kallsyms]                        [k] native_queued_spin_lock_slowpath
     0.00%  chrome           chrome                                   [.] 0x00000000019b9efe
     0.00%  chrome           chrome                                   [.] 0x0000000001975100
     0.00%  node             [kernel.kallsyms]                        [k] smp_call_function_many
     0.00%  chrome           chrome                                   [.] 0x0000000003f54340
     0.00%  chrome           chrome                                   [.] 0x0000000003eda942
     0.00%  chrome           chrome                                   [.] 0x0000000003f0483a
     0.00%  gsd-color        [kernel.kallsyms]                        [k] do_sys_poll
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000083ef59
     0.00%  WebExtensions    [kernel.kallsyms]                        [k] __fget
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] rw_verify_area
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001099c99
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x00000000017d7300
     0.00%  Xorg             i965_dri.so                              [.] 0x0000000000089ba0
     0.00%  jetbrains-toolb  libglib-2.0.so.0.5600.3                  [.] poll@plt
     0.00%  Chrome_IOThread  libevent-2.1.so.6.0.2                    [.] event_active_nolock_
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000002838638
     0.00%  Web Content      perf-8921.map                            [.] 0x000024aead28eb37
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001099c80
     0.00%  gmain            [kernel.kallsyms]                        [k] switch_mm_irqs_off
     0.00%  Chrome_ChildIOT  [unknown]                                [k] 0xfffffe000005e01b
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x00000000042b1508
     0.00%  Web Content      libxul.so                                [.] 0x0000000004017f80
     0.00%  WebExtensions    libpthread-2.27.so                       [.] __pthread_mutex_lock
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                        [k] __mark_inode_dirty
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5             [.] event_base_loopbreak@plt
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5             [.] 0x0000000001088488
     0.00%  chrome           chrome                                   [.] 0x0000000001a5cc9e
     0.00%  chrome           libpthread-2.27.so                       [.] __pthread_mutex_destroy
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                        [k] skb_checksum_help
     0.00%  rcu_sched        [kernel.kallsyms]                        [k] force_qs_rnp
     0.00%  chrome           chrome                                   [.] 0x0000000003eacbd6
     0.00%  chrome           [unknown]                                [k] 0xfffffe00000b601e
     0.00%  Compositor       libstdc++.so.6.0.25                      [.] 0x00000000000a9e44
     0.00%  chrome           chrome                                   [.] 0x0000000003439723
     0.00%  jetbrains-toolb  libQt5XcbQpa.so.5.10.1                   [.] 0x00000000000ae770
     0.00%  chrome           libglib-2.0.so.0.5600.3                  [.] 0x0000000000049413
     0.00%  chrome           chrome                                   [.] 0x00000000037c09e9
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5             [.] 0x000000000083e884
     0.00%  Timer            [kernel.kallsyms]                        [k] dequeue_task_fair
     0.00%  Chrome_IOThread  [kernel.kallsyms]                        [k] finish_task_switch
     0.00%  stremio          libQt5Core.so.5.9.5                      [.] _ZN18QMetaObjectPrivate12signalOffsetEPK11QMetaObject
