# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 32K of event 'cycles:ppp'
# Event count (approx.): 23039810842
#
# Overhead  Command          Shared Object                           Symbol                                                                                                                                                                                                          
# ........  ...............  ......................................  ................................................................................................................................................................................................................
#
     0.00%  sublime_text     libgdk-x11-2.0.so.0.2400.32             [.] 0x0000000000059646
     0.00%  chrome           chrome                                  [.] 0x0000000003f09727
     0.00%  chrome           chrome                                  [.] 0x0000000003ec0d60
     0.00%  stremio          libxcb.so.1.1.0                         [.] 0x000000000000dee2
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e777a3
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003ec4476
     0.00%  chrome           chrome                                  [.] 0x0000000006dfe3b1
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] pipe_poll
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] ktime_get_ts64
     0.00%  gnome-shell      libmozjs-52.so.0.0.0                    [.] _ZN2JS12AutoGCRooterC1EP9JSContextl
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] __schedule
     0.00%  Web Content      libc-2.27.so                            [.] __memset_avx2_unaligned_erms
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x0000000003efe6b0
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000006c59a0
     0.00%  chrome           chrome                                  [.] 0x0000000003f00fd0
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000025370b0
     0.00%  chrome           chrome                                  [.] 0x00000000070fe8d0
     0.00%  gnome-shell      libpixman-1.so.0.34.0                   [.] 0x000000000005a424
     0.00%  gnome-shell      libmutter-cogl-2.so                     [.] g_slice_free1@plt
     0.00%  gnome-shell      libgnome-shell.so                       [.] 0x00000000000203fa
     0.00%  Xorg             libpthread-2.27.so                      [.] pthread_self@GLIBC_2.2.5
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] apparmor_bprm_set_creds
     0.00%  chrome           [kernel.kallsyms]                       [k] dequeue_task_fair
     0.00%  chrome           chrome                                  [.] 0x0000000003eddb1c
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000026d7f74
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] 0x00000000002e4057
     0.00%  sublime_text     sublime_text                            [.] 0x0000000000245cb3
     0.00%  mpv/cache        [kernel.kallsyms]                       [k] update_curr
     0.00%  Timer            libxul.so                               [.] 0x00000000008f0370
     0.00%  swapper          [kernel.kallsyms]                       [k] pm_qos_read_value
     0.00%  Xorg             Xorg                                    [.] 0x000000000013bda8
     0.00%  Chrome_IOThread  [kernel.kallsyms]                       [k] ep_scan_ready_list.constprop.17
     0.00%  chrome           chrome                                  [.] 0x000000000717d21a
     0.00%  chrome           chrome                                  [.] 0x0000000003ec499e
     0.00%  pgrep            ld-2.27.so                              [.] get_common_indeces.constprop.1
     0.00%  Chrome_ChildIOT  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010d9be0
     0.00%  Xorg             i965_dri.so                             [.] 0x000000000049fcd9
     0.00%  JS Helper        libxul.so                               [.] 0x000000000433e09c
     0.00%  chrome           chrome                                  [.] 0x0000000003ec516c
     0.00%  Web Content      libxul.so                               [.] 0x00000000041ad2fd
     0.00%  chrome           chrome                                  [.] 0x0000000003ec4c3b
     0.00%  sublime_text     sublime_text                            [.] 0x00000000000c81fa
     0.00%  Xorg             i965_dri.so                             [.] 0x00000000004a1f5a
     0.00%  Xorg             [kernel.kallsyms]                       [k] i915_vma_move_to_active
     0.00%  chrome           chrome                                  [.] 0x0000000003f01826
     0.00%  QtWebEngineProc  [kernel.kallsyms]                       [k] do_syscall_64
     0.00%  Timer            [kernel.kallsyms]                       [k] pick_next_task_fair
     0.00%  WebExtensions    libxul.so                               [.] 0x0000000003e79040
     0.00%  chrome           chrome                                  [.] 0x0000000006d62c67
     0.00%  chrome           chrome                                  [.] 0x0000000003f00080
     0.00%  Chrome_IOThread  chrome                                  [.] 0x00000000025395a0
     0.00%  chrome           [kernel.kallsyms]                       [k] eventfd_poll
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x00000000042b3237
     0.00%  stremio          libQt5Core.so.5.9.5                     [.] 0x00000000000aaff6
     0.00%  Xorg             Xorg                                    [.] 0x0000000000137cb7
     0.00%  jetbrains-toolb  [kernel.kallsyms]                       [k] __task_rq_lock
     0.00%  jetbrains-toolb  libcef.so                               [.] 0x0000000002c0d9b0
     0.00%  Xorg             libbsd.so.0.8.7                         [.] reallocarray
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_engine_cmd_parser
     0.00%  Xorg             [kernel.kallsyms]                       [k] vma_interval_tree_remove
     0.00%  Chrome_ChildIOT  chrome                                  [.] 0x00000000042d7710
     0.00%  Web Content      libxul.so                               [.] 0x0000000003a15cfd
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] _raw_spin_lock_irqsave
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] skb_unlink
     0.00%  chrome           chrome                                  [.] 0x0000000001c7077c
     0.00%  chrome           [kernel.kallsyms]                       [k] check_preempt_curr
     0.00%  sublime_text     libgdk-x11-2.0.so.0.2400.32             [.] 0x000000000005a62c
     0.00%  Chrome_IOThread  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010db08e
     0.00%  swapper          [kernel.kallsyms]                       [k] call_cpuidle
     0.00%  Compositor       chrome                                  [.] 0x0000000003f21df0
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x000000000083e930
     0.00%  chrome           [kernel.kallsyms]                       [k] sockfd_lookup_light
     0.00%  gsd-wacom        libX11.so.6.3.0                         [.] _XEventsQueued
     0.00%  Web Content      libxul.so                               [.] 0x0000000003e603a0
     0.00%  sublime_text     sublime_text                            [.] 0x000000000020e6d1
     0.00%  Chrome_IOThread  chrome                                  [.] cfree
     0.00%  Chrome_IOThread  chrome                                  [.] 0x0000000002554c54
     0.00%  swapper          [kernel.kallsyms]                       [k] note_gp_changes
     0.00%  Xorg             [kernel.kallsyms]                       [k] sys_epoll_ctl
     0.00%  sleep            [kernel.kallsyms]                       [k] native_irq_return_iret
     0.00%  gnome-shell      libpango-1.0.so.0.4000.14               [.] pango_font_description_copy
     0.00%  chrome           chrome                                  [.] 0x00000000029e4ae8
     0.00%  Compositor       libQt5WebEngineCore.so.5.9.5            [.] 0x000000000184e562
     0.00%  90captive_porta  [kernel.kallsyms]                       [k] vma_compute_subtree_gap
     0.00%  perf             [kernel.kallsyms]                       [k] __brelse
     0.00%  swapper          [kernel.kallsyms]                       [k] first_online_pgdat
     0.00%  gnome-shell      [kernel.kallsyms]                       [k] free_unref_page
     0.00%  chrome           chrome                                  [.] 0x0000000003f548ec
     0.00%  chrome           chrome                                  [.] 0x0000000003ef9586
     0.00%  Xorg             Xorg                                    [.] 0x000000000005abf3
     0.00%  irq/32-iwlwifi   [kernel.kallsyms]                       [k] format_decode
     0.00%  ibus-daemon      libglib-2.0.so.0.5600.3                 [.] g_slice_alloc
     0.00%  sublime_text     libglib-2.0.so.0.5600.3                 [.] 0x0000000000048bc0
     0.00%  acpid            acpid                                   [.] 0x0000000000003077
     0.00%  sublime_text     libdbus-1.so.3.19.4                     [.] 0x0000000000029400
     0.00%  Xorg             [kernel.kallsyms]                       [k] intel_surf_alignment.isra.53
     0.00%  chrome           chrome                                  [.] 0x00000000067ac02d
     0.00%  TeamViewer       libgdk-3.so.0.2200.30                   [.] 0x0000000000062310
     0.00%  chrome           [kernel.kallsyms]                       [k] do_iter_write
     0.00%  sublime_text     libgobject-2.0.so.0.5600.3              [.] 0x000000000002307e
     0.00%  chrome           chrome                                  [.] 0x0000000003339af3
     0.00%  stremio          libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010e19a0
     0.00%  Chrome_ChildIOT  [kernel.kallsyms]                       [k] enqueue_entity
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] gtk_style_context_get_padding
     0.00%  gnome-shell      i965_dri.so                             [.] 0x00000000006c2cc0
     0.00%  chrome           chrome                                  [.] 0x00000000037818e5
     0.00%  nautilus-deskto  [kernel.kallsyms]                       [k] get_futex_value_locked
     0.00%  Xorg             Xorg                                    [.] 0x000000000005ab50
     0.00%  perf             [kernel.kallsyms]                       [k] __find_get_block
     0.00%  swapper          [kernel.kallsyms]                       [k] menu_reflect
     0.00%  jetbrains-toolb  libc-2.27.so                            [.] _int_malloc
     0.00%  gnome-shell      libm-2.27.so                            [.] __tan_fma
     0.00%  chrome           chrome                                  [.] 0x00000000081a65a0
     0.00%  swapper          [kernel.kallsyms]                       [k] smp_apic_timer_interrupt
     0.00%  rtkit-daemon     [kernel.kallsyms]                       [k] cpupri_set
     0.00%  kworker/0:1      [kernel.kallsyms]                       [k] release_pages
     0.00%  gnome-terminal-  libgtk-3.so.0.2200.30                   [.] 0x00000000003839a7
     0.00%  QtWebEngineProc  libQt5WebEngineCore.so.5.9.5            [.] 0x00000000010da9af
     0.00%  Web Content      libglib-2.0.so.0.5600.3                 [.] g_mutex_lock
     0.00%  chrome           chrome                                  [.] 0x0000000003012488
